Srta. Ana Carolina da Cruz,953.014.627-25,22.941.670-6,Área Costela,14/12/2023,02/07/2025
Laura Cavalcanti,526.490.783-83,62.622.523-4,Campo Castro,25/09/2024,28/07/2026
Sr. Pedro Lucas Castro,185.673.429-37,43.297.673-8,Parque de Silveira,21/09/2024,07/06/2025
Sr. Marcos Vinicius Silveira,576.014.938-57,26.255.429-2,Setor Otávio Pires,14/02/2024,14/06/2025
Caio Peixoto,574.019.863-10,35.873.250-6,Estação Aragão,09/01/2024,15/04/2025
João Gabriel Caldeira,457.819.230-04,23.195.525-4,Rodovia de Ramos,31/07/2023,14/04/2025
Thiago Moraes,513.794.026-70,65.114.697-4,Distrito Lucca Almeida,18/11/2024,29/08/2025
Heloísa Cardoso,437.520.198-32,77.514.527-1,Setor Campos,20/09/2024,14/07/2026
Ana Beatriz Farias,793.628.104-50,65.580.734-4,Recanto Pinto,21/04/2024,10/04/2025
Heloísa Barros,765.829.301-68,47.449.894-9,Trevo Yasmin Oliveira,10/12/2023,05/12/2025
Luiza Martins,435.289.670-56,89.145.999-0,Praça Correia,16/05/2023,09/05/2025
Igor da Luz,694.208.537-56,34.615.666-1,Setor Duarte,28/06/2023,09/05/2025
Isaac das Neves,952.761.804-58,86.320.276-4,Largo Cardoso,18/05/2024,27/04/2025
Emanuel da Rosa,981.206.475-30,56.833.396-9,Vale Campos,13/11/2024,08/09/2025
Ana Rezende,690.134.782-04,25.614.723-6,Ladeira Novaes,27/11/2024,03/07/2025
Vitor Hugo Oliveira,927.301.548-41,74.278.210-2,Sítio Gabrielly da Mota,26/06/2024,14/04/2026
Marcela da Rocha,123.980.645-06,53.245.168-6,Rua Ana Julia Peixoto,11/12/2023,22/11/2025
Srta. Luana das Neves,189.254.706-67,68.776.392-2,Morro Sales,01/05/2024,14/08/2025
Marcelo Pinto,651.084.732-90,51.862.558-2,Lago Moraes,05/10/2024,01/04/2026
Paulo Ferreira,198.743.256-82,77.266.138-0,Parque Ferreira,02/04/2024,29/07/2025
Ana Luiza Carvalho,036.814.972-22,51.533.203-0,Passarela Amanda Mendes,21/10/2024,17/10/2026
João Vitor da Cunha,021.639.487-22,38.589.459-0,Passarela Fernando Costa,06/08/2024,12/10/2025
Isis Melo,038.745.169-20,29.459.437-1,Condomínio Cecília da Luz,14/01/2024,02/06/2025
Ana Luiza Peixoto,468.207.539-00,58.887.139-3,Travessa Enzo Rocha,19/02/2024,22/07/2025
Pedro Henrique Melo,160.354.897-10,81.635.855-7,Jardim de Ramos,24/11/2024,07/07/2025
Ana Vitória Oliveira,263.598.147-73,82.508.649-3,Lagoa Ferreira,29/09/2024,01/04/2025
Theo Pereira,603.192.574-52,20.330.914-1,Viaduto de Gonçalves,17/03/2024,20/06/2025
Dra. Maria Clara Campos,402.817.569-02,82.174.814-4,Setor de Almeida,11/03/2024,28/10/2025
Luna Moreira,879.310.624-69,84.573.317-2,Pátio Ramos,30/07/2024,03/11/2025
Sophia Moreira,041.952.837-79,86.350.222-2,Chácara de da Luz,16/08/2024,21/08/2025
Giovanna da Rocha,475.206.981-49,55.682.756-4,Rodovia de Ferreira,05/07/2024,06/10/2025
Dr. Davi Lucas Dias,450.831.679-48,61.420.709-2,Esplanada de Peixoto,14/11/2024,14/08/2025
Nicole Oliveira,732.618.509-30,25.369.162-0,Morro de Barros,20/03/2024,17/02/2026
Dra. Camila Moreira,914.732.658-19,51.525.943-0,Trevo Juliana da Mata,23/10/2024,03/04/2026
Marcos Vinicius Costela,673.829.540-56,34.686.171-3,Conjunto Peixoto,24/12/2023,30/09/2025
João Miguel Aragão,871.035.462-07,94.251.374-3,Morro Sophia Nogueira,24/09/2024,08/05/2026
Dr. Pietro Santos,781.205.496-94,69.312.271-7,Ladeira Gonçalves,10/10/2024,24/07/2026
Sr. Thomas Cunha,329.745.681-73,85.663.974-8,Trevo de Ramos,17/04/2024,06/02/2026
Maria Clara Campos,102.397.568-86,13.659.677-9,Condomínio de Moura,18/07/2023,28/06/2025
Enzo Gabriel Ramos,492.160.853-98,90.256.199-7,Distrito de Sales,22/11/2023,12/05/2025
Emilly das Neves,478.630.259-74,10.993.703-6,Recanto Nascimento,10/11/2024,06/08/2026
Gabrielly Moreira,508.923.476-00,28.867.560-0,Fazenda de da Mata,24/09/2024,20/07/2025
Laura Nogueira,823.017.465-26,72.786.740-9,Vereda da Costa,22/08/2024,08/01/2026
Sr. João Ferreira,982.604.351-60,42.273.157-0,Passarela Lima,08/09/2023,18/08/2025
Srta. Caroline da Mota,189.432.705-50,82.947.788-7,Recanto Araújo,26/12/2024,26/08/2025
Emilly Martins,610.524.783-44,54.919.651-4,Núcleo Ribeiro,21/12/2024,22/08/2026
Agatha da Rocha,845.962.173-19,81.669.682-3,Colônia de Correia,03/07/2024,15/11/2025
Natália da Cruz,476.198.532-19,30.710.300-3,Via Ana Luiza da Cruz,24/12/2024,19/06/2026
Maria Luiza Duarte,401.356.279-07,62.465.998-0,Praia Campos,12/10/2023,12/04/2025
Antônio Costela,453.809.762-47,99.559.724-9,Jardim de Cardoso,28/09/2024,17/04/2025
Gustavo da Luz,926.543.817-73,34.467.480-8,Viela de Novaes,19/03/2024,18/11/2025
Pedro Henrique Fogaça,805.361.279-21,81.696.657-4,Alameda Noah da Rosa,24/12/2024,10/12/2025
Amanda Monteiro,508.769.123-40,40.116.195-8,Passarela Danilo Sales,18/08/2024,10/04/2025
Dra. Sophia Nunes,182.967.543-55,70.831.506-1,Viela Rezende,02/07/2024,27/08/2025
Ana Lívia da Mata,749.630.821-87,49.609.744-7,Residencial Thiago Caldeira,21/10/2023,17/05/2025
Sabrina Oliveira,793.158.204-79,18.492.401-6,Estação da Mota,12/11/2024,25/07/2025
Nicolas da Conceição,209.386.714-13,81.445.565-9,Travessa Teixeira,16/11/2024,18/04/2025
Gabriela Viana,652.419.087-49,65.336.221-2,Residencial de da Conceição,05/10/2023,01/06/2025
Lavínia Gomes,830.461.572-07,91.861.689-1,Largo Theo da Paz,21/08/2024,04/05/2026
Yuri Porto,084.725.691-01,62.163.477-4,Feira de Novaes,02/03/2024,11/08/2025
Miguel Castro,473.926.085-92,52.972.635-1,Estrada Valentina Fogaça,04/08/2023,01/06/2025
Noah Gomes,453.702.618-90,53.272.331-4,Residencial Pedro Miguel Dias,13/06/2024,04/05/2025
Eloah Rodrigues,682.079.534-38,97.746.844-6,Campo Pinto,17/05/2024,02/02/2026
Sra. Ana Beatriz Rocha,854.276.193-64,21.919.636-9,Rua de Monteiro,09/04/2024,18/09/2025
Enzo da Cruz,638.270.491-13,38.436.845-8,Área Maria Julia Viana,10/08/2023,28/06/2025
Sr. Otávio Barros,832.759.164-91,12.674.919-8,Estação da Rosa,02/08/2024,16/06/2026
Dr. Murilo da Rosa,467.132.908-50,17.837.574-4,Condomínio de Fernandes,30/07/2024,12/05/2025
Maria Clara Alves,589.120.674-94,28.202.600-4,Via Nina da Rocha,16/11/2023,31/08/2025
Maitê Cavalcanti,425.160.389-33,78.690.585-6,Aeroporto Novaes,17/11/2024,01/08/2025
Dr. Pedro Miguel Lopes,365.091.248-15,13.455.919-9,Lago Novaes,20/12/2024,04/09/2026
Luiz Felipe Freitas,591.830.627-77,92.825.609-9,Distrito Barros,11/09/2024,14/08/2026
Srta. Laís Caldeira,490.571.386-20,42.517.882-8,Feira Lavínia Cunha,26/02/2024,12/08/2025
Henrique Nascimento,483.605.192-42,91.140.384-4,Pátio Jesus,20/12/2024,21/07/2026
Ian Gonçalves,731.289.604-96,11.937.411-4,Alameda de Freitas,28/02/2024,11/05/2025
Enzo Fernandes,480.273.619-31,47.542.831-3,Viela Cardoso,06/03/2024,10/05/2025
Sr. Raul Rocha,976.120.483-96,16.738.577-7,Praça de Santos,11/12/2024,16/08/2025
Lucas Aragão,480.391.752-32,35.166.306-4,Travessa de Ramos,04/02/2024,14/07/2025
Valentina Barbosa,879.341.265-73,50.533.316-2,Morro Rafaela Silveira,21/09/2024,12/03/2026
Gabrielly Gomes,587.210.349-23,28.650.841-4,Recanto Raquel Porto,05/10/2024,03/09/2025
Augusto Moreira,826.791.403-03,85.375.176-3,Travessa Aragão,28/04/2024,21/05/2025
Laís Nogueira,604.159.872-02,82.171.582-2,Favela Carlos Eduardo Cardoso,12/01/2024,13/11/2025
Maria Eduarda da Cunha,871.946.250-67,31.455.149-1,Praça de Gomes,06/06/2024,01/02/2026
Bryan Aragão,083.275.641-53,94.302.686-9,Chácara de Oliveira,21/08/2024,24/11/2025
Srta. Isadora Aragão,124.836.507-08,39.483.198-2,Praia de Correia,25/01/2024,26/07/2025
Leandro Pereira,567.124.389-00,24.427.395-7,Largo Vitor Gabriel Rodrigues,05/11/2024,27/09/2026
Davi Lucca Costela,348.097.625-56,96.520.550-4,Praça Mariana Rocha,13/10/2024,02/06/2025
Caroline Pereira,457.169.380-00,18.161.210-6,Lagoa de Viana,24/02/2024,25/01/2026
Isabel Dias,378.210.694-69,84.823.751-9,Recanto Olivia Mendes,09/09/2024,12/01/2026
Srta. Mariane Cardoso,403.851.792-60,22.543.562-9,Rodovia Martins,15/12/2024,11/05/2025
Lívia Oliveira,584.692.710-67,70.116.293-5,Trevo Pereira,11/01/2024,18/07/2025
Maria Cardoso,037.948.562-10,22.107.708-2,Chácara Brenda Lima,11/11/2024,12/09/2026
Laís Gonçalves,890.621.735-86,40.485.387-4,Jardim de Nascimento,21/02/2024,27/06/2025
Maria Cecília Viana,325.807.461-53,73.286.262-0,Viaduto Juliana Santos,17/09/2023,18/05/2025
Davi Luiz Mendes,428.395.016-51,60.294.157-5,Recanto Azevedo,03/02/2024,26/10/2025
Maitê Porto,096.584.231-24,96.396.897-7,Vale da Mata,28/07/2024,10/02/2026
Eloah Gonçalves,061.273.598-21,43.458.614-8,Jardim Yasmin da Paz,20/11/2023,01/11/2025
Otávio Alves,549.708.361-75,61.858.251-3,Estação de Fogaça,15/09/2024,28/07/2025
Maria Clara da Conceição,537.826.140-62,38.336.660-7,Trevo Heitor Rodrigues,26/06/2024,18/12/2025
Bruna da Mata,185.067.349-75,33.686.525-5,Aeroporto Peixoto,29/02/2024,04/10/2025
Vitória Novaes,461.530.829-98,93.796.235-6,Distrito Pereira,15/12/2024,09/07/2026
Isabella Costa,423.957.186-37,69.687.603-3,Praça Otávio Almeida,19/06/2024,27/04/2026
Pietra Castro,362.195.740-52,88.252.283-5,Residencial Ana Luiza Ramos,30/06/2024,03/02/2026
Kaique Moreira,351.079.486-93,99.508.542-8,Vila de Aragão,09/06/2024,21/08/2025
Eduarda Correia,284.795.360-47,40.857.158-5,Condomínio Stella Gomes,20/10/2023,24/08/2025
Bernardo Novaes,863.950.124-60,59.686.742-9,Jardim de das Neves,01/01/2024,30/10/2025
Renan Lima,092.168.354-51,25.860.995-1,Fazenda Castro,06/10/2024,02/05/2026
Sarah Moraes,507.634.182-26,38.449.311-6,Núcleo Alexia Peixoto,29/12/2023,02/05/2025
Luiz Fernando da Mata,590.621.384-89,52.402.930-6,Conjunto de Silva,13/08/2024,19/08/2025
Srta. Maria Sophia Pires,254.706.983-00,15.422.478-0,Quadra Duarte,25/09/2024,01/01/2026
Henrique Moraes,902.315.768-03,36.538.518-3,Trecho de Rodrigues,06/10/2023,28/07/2025
Sra. Clara Viana,372.958.410-32,42.311.243-8,Trecho de Almeida,26/07/2024,20/04/2026
Ian Barros,046.725.198-30,44.378.770-8,Campo Moraes,11/09/2024,28/08/2026
Davi Luiz Alves,174.308.269-03,56.516.588-0,Jardim de Nascimento,19/03/2024,18/09/2025
Lorenzo da Luz,126.409.753-07,25.971.615-8,Chácara Bryan Santos,12/08/2024,29/07/2025
Leandro Souza,614.598.703-01,47.478.356-3,Recanto André Campos,30/08/2024,10/08/2026
Pedro Henrique Peixoto,210.976.384-13,51.157.224-1,Distrito João Guilherme Vieira,25/08/2024,23/01/2026
Alice Rocha,368.905.247-56,43.723.749-3,Lago Julia da Mata,09/11/2023,25/04/2025
Thomas Costa,426.035.917-70,74.701.840-6,Travessa de Rocha,13/12/2023,23/09/2025
Lucas Gabriel Fernandes,289.061.347-03,52.621.600-6,Vale de Novaes,06/06/2023,02/06/2025
Luana Pereira,780.562.431-35,25.308.706-5,Alameda Lucas Fernandes,17/10/2024,08/10/2025
Murilo Peixoto,456.701.382-44,42.490.139-1,Campo da Cruz,17/04/2024,01/08/2025
Anthony Mendes,942.763.058-29,61.368.224-3,Sítio Gabriela Moraes,05/10/2024,09/10/2025
Luigi Rezende,301.692.548-60,96.117.308-8,Condomínio Jesus,22/06/2024,31/10/2025
Pietra Santos,172.384.059-97,73.346.538-6,Aeroporto Davi Nascimento,16/09/2024,25/07/2025
Larissa Nunes,237.805.691-59,80.775.176-1,Ladeira Yuri Correia,12/06/2024,07/03/2026
Lavínia Rodrigues,571.846.230-53,64.240.805-5,Condomínio João Gabriel da Conceição,03/12/2024,14/11/2025
Matheus Jesus,957.621.034-80,90.506.230-0,Pátio Manuela Santos,06/09/2024,27/07/2025
Maria Luiza Mendes,791.086.435-39,52.392.242-0,Jardim Moraes,16/03/2024,18/09/2025
Arthur Fogaça,927.064.158-94,91.889.304-4,Esplanada Heitor Rocha,28/10/2024,24/09/2025
Cauê Cavalcanti,628.153.074-80,50.393.142-9,Praia de Castro,02/11/2024,28/05/2026
Sarah Lima,268.194.305-15,90.969.455-9,Estação Porto,18/06/2024,17/06/2026
Sr. Benjamin Nunes,079.415.836-66,33.271.320-7,Residencial de Porto,03/10/2024,06/06/2026
Sra. Giovanna Dias,164.970.523-99,39.478.212-9,Morro Rocha,04/09/2024,22/09/2025
Isabelly da Cunha,158.062.473-17,56.779.451-4,Jardim João Guilherme Caldeira,15/03/2024,16/02/2026
Nina Lima,843.065.297-38,95.595.929-3,Chácara Guilherme Gomes,06/08/2024,05/01/2026
Maria Fernanda Cardoso,197.245.638-55,40.573.906-7,Ladeira de Costela,05/03/2024,26/09/2025
Luigi da Luz,053.942.761-61,33.422.585-2,Estrada da Paz,24/05/2024,06/04/2026
Daniel Aragão,317.628.905-77,58.854.872-1,Feira de Rocha,09/07/2024,20/02/2026
João Felipe Teixeira,057.428.396-00,97.195.135-9,Setor de Gonçalves,18/08/2024,22/05/2025
Pedro Lucas Azevedo,731.805.942-41,54.314.304-9,Pátio de Nogueira,06/12/2024,19/10/2025
Catarina Lima,195.037.462-99,35.478.823-8,Viaduto de Silveira,24/10/2024,15/12/2025
Rebeca da Cruz,136.728.095-86,57.825.254-0,Distrito Bianca Monteiro,28/04/2024,16/06/2025
Ana Julia Duarte,065.732.914-25,11.643.457-3,Alameda de Cardoso,20/07/2024,02/04/2026
Dr. Alexandre Jesus,817.359.062-12,11.763.606-7,Colônia de Alves,10/11/2024,16/10/2026
Joana Vieira,456.218.703-44,31.278.594-7,Passarela Maria Luiza Jesus,22/01/2024,21/01/2026
Danilo Moura,245.308.976-56,66.339.587-4,Trecho de da Mota,12/05/2023,22/04/2025
Pedro Porto,038.612.754-90,41.720.868-0,Núcleo Thomas Almeida,03/09/2024,19/08/2026
Sr. Leandro Cardoso,526.804.731-08,88.263.677-2,Travessa Nunes,29/11/2024,14/04/2026
Srta. Mariana da Rocha,936.845.210-51,61.370.273-4,Praça de Costa,31/07/2024,10/07/2026
Cecília Farias,673.809.415-93,76.920.805-3,Loteamento Felipe Oliveira,21/10/2024,10/04/2026
João Felipe da Conceição,395.047.186-39,80.726.237-3,Recanto de Ferreira,26/11/2024,28/10/2025
Bryan Cavalcanti,379.485.021-14,25.916.588-1,Lagoa de Pereira,14/03/2024,16/01/2026
Vinicius Pires,891.354.270-60,64.240.599-7,Vale Rocha,21/07/2024,17/03/2026
Thiago Silva,735.289.461-64,61.740.603-0,Trevo de Campos,18/12/2024,25/05/2025
Yago Ferreira,065.473.829-74,39.421.632-4,Feira Valentina Dias,06/10/2023,08/08/2025
João Felipe Silveira,713.698.025-95,32.469.201-6,Viela Almeida,01/05/2024,23/05/2025
Daniela Freitas,069.382.574-00,23.306.246-1,Loteamento Heloísa Pires,13/10/2024,18/10/2025
Marcelo Silva,486.025.937-83,82.410.939-9,Pátio Juliana da Costa,27/09/2023,02/09/2025
Lara Barbosa,923.810.576-68,56.330.584-1,Recanto Pereira,27/07/2024,13/07/2025
Joaquim Oliveira,546.273.019-52,81.592.570-3,Viela de Oliveira,13/09/2024,05/11/2025
Davi Melo,452.168.039-98,19.253.759-7,Feira de da Rosa,29/04/2024,09/08/2025
Pietro Fernandes,465.839.127-91,35.911.416-6,Quadra Nogueira,28/07/2024,17/10/2025
Camila Silva,106.945.387-01,91.487.215-4,Praça de Pereira,07/01/2024,11/04/2025
Thiago Novaes,341.892.057-88,49.718.680-3,Morro Cunha,12/05/2024,19/03/2026
Dr. Luiz Henrique Barbosa,615.049.238-98,54.344.916-7,Trecho Camila Moura,13/12/2023,01/10/2025
Mirella da Costa,917.456.280-02,24.855.530-7,Viaduto Clara Nascimento,28/12/2024,24/04/2026
Pietra Cardoso,653.910.487-10,58.817.486-7,Morro de Jesus,02/08/2023,20/06/2025
Kaique Campos,578.013.269-03,45.833.209-6,Campo de Rocha,18/09/2023,14/07/2025
Enzo Martins,148.307.562-17,48.900.256-5,Morro Novaes,28/06/2024,26/06/2025
Emanuelly da Costa,271.068.493-40,50.814.403-7,Vereda da Mata,11/01/2024,30/11/2025
Cauê Gonçalves,507.196.348-57,40.704.322-9,Área de Novaes,07/03/2024,09/05/2025
Maria Luiza Jesus,170.849.253-41,22.877.687-7,Vale de Porto,09/11/2024,20/09/2025
Davi Luiz Sales,632.519.408-05,45.460.796-9,Praça de da Cruz,18/10/2024,02/02/2026
Felipe Monteiro,519.820.364-51,27.423.596-7,Morro Moura,30/12/2023,11/10/2025
Marcelo Nunes,185.902.346-06,11.494.986-8,Campo Duarte,01/01/2024,04/11/2025
Maria Eduarda Alves,861.752.493-64,38.174.909-0,Travessa de Martins,09/08/2024,16/07/2026
Alexia Rezende,894.153.207-88,16.557.759-9,Distrito Ramos,20/01/2024,23/12/2025
Thomas Aragão,984.635.207-74,74.297.912-1,Ladeira de Ferreira,31/05/2024,09/05/2025
Sr. Antônio Ramos,946.875.320-47,62.544.267-4,Largo Sofia Teixeira,10/11/2024,05/04/2026
Enzo Gabriel da Rocha,510.478.936-57,53.839.776-1,Aeroporto Benício da Paz,21/09/2024,15/12/2025
Rebeca da Cruz,987.145.620-49,26.959.927-0,Residencial de Vieira,15/12/2024,08/02/2026
Ryan Barros,602.438.957-47,74.279.691-5,Passarela da Mota,04/07/2023,08/04/2025
Valentina Moreira,376.014.928-69,24.207.188-6,Parque de Peixoto,18/10/2024,01/05/2026
Nathan Teixeira,283.506.479-65,42.996.852-3,Estrada Ferreira,12/12/2024,10/05/2025
Francisco Santos,624.380.791-69,27.307.913-9,Estrada de das Neves,19/11/2024,25/03/2026
Guilherme Campos,265.349.078-10,74.111.845-5,Aeroporto Cauã Teixeira,31/05/2024,28/09/2025
Stephany Moura,107.532.869-12,42.983.228-5,Parque de da Mata,08/10/2024,28/05/2026
Sra. Stephany da Cunha,937.812.546-82,48.874.170-5,Pátio da Paz,17/12/2024,08/11/2026
Thomas da Paz,904.872.651-49,26.828.245-3,Viela Eduardo Sales,06/07/2024,04/02/2026
Camila Barbosa,237.480.915-32,48.938.963-4,Vereda Rocha,28/10/2023,14/10/2025
Sra. Ana Laura da Mata,781.639.205-21,52.604.247-7,Parque Gonçalves,29/04/2024,31/03/2025
Pedro Lucas Carvalho,521.930.846-70,93.878.179-4,Rodovia Ribeiro,05/02/2024,21/10/2025
Catarina Fernandes,516.087.423-26,63.640.151-7,Largo da Mota,11/01/2024,25/06/2025
Luiz Gustavo Porto,067.215.938-40,58.850.509-2,Jardim de Gonçalves,16/11/2024,19/06/2025
Thales da Paz,157.632.098-77,14.383.850-4,Condomínio da Costa,23/05/2023,02/04/2025
Dra. Ana Vitória Santos,196.540.387-57,65.871.286-5,Setor Luana da Rocha,01/01/2024,01/09/2025
Sr. Augusto Oliveira,271.304.569-06,29.672.721-8,Estrada Correia,06/12/2024,01/12/2025
Kevin Barros,684.953.027-56,70.108.465-7,Área de Rezende,14/05/2024,22/02/2026
Eloah Rocha,734.065.129-25,11.197.658-5,Avenida Azevedo,20/05/2024,06/03/2026
Matheus Nogueira,305.187.924-04,29.725.262-0,Feira Diogo Alves,04/12/2023,04/09/2025
Ian da Cunha,540.218.639-15,50.853.721-9,Recanto Maria Cecília da Rocha,02/01/2024,14/12/2025
Carolina da Conceição,341.809.625-51,44.314.385-2,Parque Pinto,30/12/2023,31/10/2025
Sr. João Lucas Jesus,097.165.823-40,78.488.794-5,Residencial de da Cruz,05/06/2024,30/07/2025
Davi Luiz Martins,521.384.679-37,94.217.176-1,Ladeira de da Rocha,15/01/2024,17/10/2025
Sr. Samuel Nunes,285.136.790-03,90.467.109-3,Lago da Conceição,14/11/2024,20/04/2026
João Miguel Monteiro,432.651.897-91,64.234.627-0,Lago de Martins,22/08/2024,16/02/2026
Sra. Maria Alice Rocha,708.612.943-78,75.883.792-6,Loteamento de Nascimento,16/08/2023,07/04/2025
Lorena Costa,873.915.204-97,63.902.932-0,Estrada Raul da Mata,02/09/2023,09/04/2025
Ana Carolina Santos,845.721.960-01,74.870.883-3,Vila Eduarda Ramos,20/11/2024,13/05/2025
Benjamin Duarte,715.894.603-75,61.847.661-1,Travessa João Felipe Porto,01/12/2024,26/10/2026
Maitê Carvalho,295.108.674-11,27.112.154-4,Ladeira Davi Lucca Lima,08/11/2023,31/10/2025
Alexia Sales,039.567.281-30,86.898.245-8,Rodovia Eduardo Aragão,04/08/2024,22/07/2026
Francisco Fogaça,071.823.945-88,23.392.689-6,Quadra da Conceição,07/09/2024,07/11/2025
Miguel Alves,521.789.346-09,40.190.732-4,Área Daniela Porto,28/07/2024,11/05/2026
Breno Moreira,079.186.254-20,74.894.227-3,Núcleo da Conceição,20/01/2024,07/01/2026
Sr. Augusto Barbosa,248.360.951-15,60.812.812-8,Conjunto Leonardo Ferreira,23/10/2024,25/11/2025
Leonardo Freitas,248.397.516-09,84.928.377-0,Fazenda Clara Cavalcanti,12/11/2023,06/09/2025
Thales Duarte,402.371.896-31,55.921.196-7,Viela Júlia Duarte,27/07/2023,30/05/2025
Sra. Isis Ramos,840.529.713-88,99.799.878-8,Rodovia Bruno Viana,07/10/2024,12/08/2026
Marina Silveira,698.071.532-12,81.786.688-1,Jardim de Sales,19/12/2024,24/01/2026
Levi Nunes,158.723.906-02,55.913.614-5,Jardim Ana Luiza Moura,15/04/2024,01/05/2025
Pedro Mendes,728.953.016-03,39.341.539-8,Feira Breno Pereira,11/08/2024,18/04/2026
Isis Dias,620.951.873-77,20.661.730-8,Avenida de Carvalho,28/05/2024,22/04/2026
Dra. Maria Vitória Melo,692.450.831-60,63.747.994-7,Estrada Agatha Novaes,11/04/2024,15/11/2025
Olivia da Costa,067.298.145-94,26.655.447-7,Praça da Paz,19/03/2024,11/08/2025
Vinicius Gomes,816.375.942-91,17.950.990-8,Favela Enzo Costela,14/07/2024,26/05/2025
Sarah Araújo,294.058.736-10,12.630.571-8,Rua da Mata,27/01/2024,30/04/2025
Maria Julia Novaes,315.867.904-39,29.200.918-3,Distrito de Sales,09/05/2023,31/03/2025
Fernanda da Paz,527.439.068-47,56.391.282-4,Campo de Sales,15/05/2024,01/08/2025
Ryan das Neves,230.714.586-90,25.425.421-7,Jardim Moura,10/05/2023,03/04/2025
Dr. Diogo Ramos,821.634.907-69,32.870.188-4,Viaduto Juliana Cavalcanti,30/12/2023,19/05/2025
Sr. Gustavo Campos,059.187.243-97,12.920.431-5,Parque de Cardoso,25/09/2024,23/01/2026
Sr. Fernando Oliveira,194.702.568-67,75.634.736-7,Favela de Fernandes,16/11/2024,01/10/2025
Stella Moraes,498.572.016-01,80.419.598-6,Distrito de Mendes,04/10/2024,19/04/2026
Renan Cardoso,687.230.954-74,98.883.644-2,Campo Benjamin Teixeira,25/12/2024,21/11/2025
Stephany da Rosa,294.876.035-65,53.178.809-3,Largo Maria Luiza Barbosa,21/04/2024,15/05/2025
Luna Pinto,247.683.510-26,59.608.779-0,Via Cauã Alves,30/01/2024,20/09/2025
Erick Rezende,360.158.742-44,46.419.683-5,Quadra Carvalho,04/06/2024,14/05/2026
Sra. Mariane Gonçalves,042.719.538-14,69.284.969-7,Estação da Mota,02/07/2024,17/03/2026
João Lucas Carvalho,519.287.063-12,84.663.714-3,Passarela de da Luz,02/08/2024,20/06/2026
Sr. Paulo da Paz,594.271.380-41,38.396.208-1,Rodovia Kaique Martins,26/09/2024,27/12/2025
Lívia das Neves,034.978.265-29,32.446.430-0,Avenida de Duarte,25/09/2024,04/04/2026
Francisco Dias,172.860.345-53,60.625.244-0,Loteamento Maysa Melo,08/09/2024,31/07/2026
Cauã Barbosa,473.018.926-40,36.490.214-2,Setor Aragão,13/10/2024,22/05/2025
Evelyn Ramos,036.294.187-40,74.126.162-5,Vila Pedro Lucas Farias,27/09/2024,11/11/2025
João Barros,167.298.543-91,65.159.480-9,Viaduto de Ramos,09/03/2024,23/07/2025
Kevin Pereira,892.037.465-10,21.707.913-1,Trevo Ian Almeida,17/02/2024,29/11/2025
Heloísa Araújo,768.593.104-48,11.982.620-9,Avenida de Pereira,20/06/2024,30/03/2026
Ana Carolina Aragão,078.963.154-75,85.951.299-9,Aeroporto de Jesus,06/03/2024,13/11/2025
Felipe das Neves,197.305.462-07,38.478.103-0,Jardim Beatriz Pires,12/08/2023,02/04/2025
Antônio Cunha,148.320.695-51,13.128.250-7,Rodovia Benjamin Araújo,31/07/2024,06/09/2025
Dr. João Costa,739.608.145-93,89.347.658-0,Largo Monteiro,10/06/2024,28/05/2025
Rodrigo da Conceição,947.803.156-20,98.580.371-9,Praça de Santos,26/09/2024,13/10/2025
Camila Costela,354.720.916-16,64.913.758-2,Aeroporto de Santos,27/09/2023,28/07/2025
Sr. Leonardo Gonçalves,267.930.145-52,33.440.776-3,Campo Campos,19/04/2024,10/04/2025
Maria Ribeiro,460.531.897-66,14.389.590-9,Vale de Costela,28/08/2024,10/06/2025
Marcelo Fogaça,571.432.086-71,17.416.902-4,Sítio da Cruz,11/08/2023,10/05/2025
Gustavo Henrique da Costa,023.197.568-68,61.823.245-0,Lago de Silveira,18/11/2024,05/03/2026
Marcelo da Mota,248.105.397-41,93.178.750-4,Alameda Sales,21/09/2024,27/08/2025
Vinicius Melo,423.658.107-80,89.536.661-8,Avenida de da Cunha,15/04/2024,18/07/2025
Sabrina Alves,409.218.735-14,35.310.195-0,Condomínio Joana Ribeiro,29/07/2024,17/07/2026
Dra. Raquel Duarte,786.234.109-04,62.173.513-5,Distrito Kevin Gonçalves,07/02/2024,10/04/2025
Juliana Melo,325.489.671-82,61.595.484-3,Travessa Beatriz Castro,23/12/2024,28/04/2025
Sr. Marcos Vinicius Aragão,428.973.506-10,82.951.469-6,Lagoa Nicole Azevedo,16/09/2023,04/06/2025
Maysa da Rocha,410.253.896-89,72.507.979-7,Vila Peixoto,23/06/2023,21/05/2025
Isabelly Pinto,107.582.469-94,46.251.572-1,Feira Fernandes,22/06/2024,13/12/2025
Caio Costela,364.097.512-06,52.422.956-0,Núcleo de Lima,13/09/2024,19/02/2026
Davi Porto,702.895.416-11,39.736.265-3,Avenida Yago Caldeira,04/04/2024,20/10/2025
Davi Ferreira,635.289.410-06,25.628.923-2,Viela Vicente Nunes,04/08/2023,11/05/2025
Guilherme Ribeiro,123.605.789-95,68.213.794-7,Vale de da Rosa,14/02/2024,09/09/2025
Joana Costela,523.810.497-97,42.681.105-8,Chácara de Souza,13/01/2024,28/04/2025
Nina Vieira,085.129.763-30,18.302.785-7,Travessa de Fogaça,23/08/2024,10/08/2025
